LOCATION_CODE,LOCATION_NAME,PRIMARY_ADDRESS_LINE_1,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,Location 1
Q333,Goldie Maple Academy,3-65 BEACH 56 STREET,1043502,155762,414,31,97204,4158940011,QN12,Hammels-Arverne-Edgemere                                                   ,ANGELA LOGAN-SMITH,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"3-65 BEACH 56 STREET
QUEENS, NY 11692
(40.594008, -73.786649)"
Q008,J.H.S. 008 Richard S. Grossley,108-35 167 STREET,1043479,193252,412,27,25800,4101780001,QN01,South Jamaica                                                              ,ANGELA GREEN,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"108-35 167 STREET
QUEENS, NY 11433
(40.69691, -73.786403)"
Q072,Catherine & Count Basie Middle School 72,133-25 GUY R BREWER BOULEVARD,1046483,185282,412,28,33402,4124950270,QN02,Springfield Gardens North                                                  ,OMOTAYO CINEUS,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"133-25 GUY R BREWER BOULEVARD
QUEENS, NY 11434
(40.675014, -73.775643)"
Q157,J.H.S. 157 Stephen A. Halsey,63-55 102ND STREET,1025024,206125,406,29,72100,4021260014,QN17,Forest Hills                                                               ,VINCENT SURACI,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"63-55 102ND STREET
QUEENS, NY 11374
(40.732348, -73.852879)"
Q167,Metropolitan Expeditionary Learning School,91-30 METROPOLITAN AVENUE,1024300,197410,406,29,64500,4038860800,QN17,Forest Hills                                                               ,DAMON MCCORD,28,HS12,NULL,"91-30 METROPOLITAN AVENUE
QUEENS, NY 11375
(40.708431, -73.855543)"
Q190,J.H.S. 190 Russell Sage,68-17 AUSTIN STREET,1025356,202894,406,29,71305,4031720002,QN17,Forest Hills                                                               ,John Greggo,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"68-17 AUSTIN STREET
QUEENS, NY 11375
(40.723478, -73.8517)"
Q217,J.H.S. 217 Robert A. Van Wyck,85-05 144 STREET,1036520,198145,408,24,23200,4097240173,QN35,Briarwood-Jamaica Hills                                                    ,PATRICK BURNS,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"85-05 144 STREET
QUEENS, NY 11435
(40.710384, -73.811461)"
Q284,York Early College Academy,108-35 167 STREET,1043479,193252,412,27,25800,4101780001,QN01,South Jamaica                                                              ,Noah Angeles,28,HS03,NULL,"108-35 167 STREET
QUEENS, NY 11433
(40.69691, -73.786403)"
Q287,The Emerson School,108-35 167 STREET,1043479,193252,412,27,25800,4101780001,QN01,South Jamaica                                                              ,Jakub Lau,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"108-35 167 STREET
QUEENS, NY 11433
(40.69691, -73.786403)"
Q310,Queens Collegiate: A College Board School,167-01 GOTHIC DRIVE,1040066,199671,408,24,45200,4098580100,QN35,Briarwood-Jamaica Hills                                                    ,JAIME DUBEI,28,HS08,NULL,"167-01 GOTHIC DRIVE
JAMAICA, NY 11432
(40.714551, -73.798658)"
Q332,Redwood Middle School,133-25 GUY R BREWER BOULEVARD,1046483,185282,412,28,33402,4124950270,QN02,Springfield Gardens North                                                  ,Judson Hamilton,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"133-25 GUY R BREWER BOULEVARD
QUEENS, NY 11434
(40.675014, -73.775643)"
Q358,M.S. 358,88-08 164TH STREET,1040178,197421,412,24,44602,4098130033,QN61,Jamaica                                                                    ,BRENDAN MIMS,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"88-08 164TH STREET
QUEENS, NY 11432
(40.708698, -73.797981)"
Q680,Queens Gateway to Health Sciences Secondary School,160-20 GOETHALS AVENUE,1038049,200933,408,24,126700,4068580001,QN38,Pomonok-Flushing Heights-Hillcrest                                         ,Judy Henry,28,HS08,NULL,"160-20 GOETHALS AVENUE
QUEENS, NY 11432
(40.718027, -73.805923)"
Q896,"Young Women's Leadership School, Queens",150-91 87 ROAD,1038544,197430,408,24,23600,4097070048,QN35,Briarwood-Jamaica Hills                                                    ,Mala Panday,28,HS08,NULL,"150-91 87 ROAD
QUEENS, NY 11432
(40.708409, -73.804166)"
Q059,I.S. 059 Springfield Gardens,132-55 RIDGEDALE STREET,1052820,187801,412,27,35200,4127230076,QN08,St. Albans                                                                 ,CARLETON GORDON JR,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"132-55 RIDGEDALE STREET
QUEENS, NY 11413
(40.681881, -73.752772)"
Q109,Jean Nuzzi Intermediate School,213-10 92 AVENUE,1054554,201721,413,23,54200,4106260001,QN34,Queens Village                                                             ,Karleen Adam Comrie,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"213-10 92 AVENUE
QUEENS, NY 11428
(40.720074, -73.746375)"
Q116,P.S./I.S. 116 William C. Hughley,107-25 WREN PLACE,1044741,194687,412,27,41400,4102500001,QN01,South Jamaica                                                              ,Debra Farrow,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"107-25 WREN PLACE
QUEENS, NY 11433
(40.70084, -73.781839)"
Q138,P.S./M.S. 138 Sunrise,251-11 WELLER AVENUE,1057956,179799,413,31,66000,4135780001,QN05,Rosedale                                                                   ,James Mc Enaney,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"251-11 WELLER AVENUE
QUEENS, NY 11422
(40.659876, -73.734342)"
Q147,P.S./M.S. 147 Ronald McNair,218-01 116 AVENUE,1056306,193694,413,27,59800,4113000001,QN33,Cambria Heights                                                            ,Afua Hill,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"218-01 116 AVENUE
QUEENS, NY 11411
(40.698028, -73.74014)"
Q192,I.S. 192 The Linden,109-89 204 STREET,1052764,196584,412,27,50800,4109440301,QN07,Hollis                                                                     ,HARRIET DIAZ,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"109-89 204 STREET
QUEENS, NY 11412
(40.705989, -73.752885)"
Q208,P.S./I.S. 208,74-30 COMMONWEALTH BLVD,1059722,210554,413,23,156700,4078700070,QN43,Bellerose                                                                  ,JAMES PHILEMY,26,Q829,COMMUNITY SCHOOL DISTRICT 29,"74-30 COMMONWEALTH BLVD
QUEENS, NY 11426
(40.744276, -73.727632)"
Q238,I.S. 238 - Susan B. Anthony Academy,88-15 182 STREET,1045336,199025,412,27,47000,4099190006,QN61,Jamaica                                                                    ,Peter Leddy,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"88-15 182 STREET
QUEENS, NY 11423
(40.712743, -73.779653)"
Q259,Pathways College Preparatory School: A College Boa,109-89 204 STREET,1052764,196584,412,27,50800,4109440301,QN07,Hollis                                                                     ,FIA DAVIS,29,HS01,NULL,"109-89 204 STREET
QUEENS, NY 11412
(40.705989, -73.752885)"
Q268,P.S./I.S. 268,92-07 175 STREET,1043800,197165,412,27,44400,4102150001,QN61,Jamaica                                                                    ,LISSA GRANT STEWART,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"92-07 175 STREET
QUEENS, NY 11433
(40.707648, -73.78521)"
Q270,The Gordon Parks School,233-15 MERRICK BOULEVARD,1057415,185333,413,31,61800,4129730001,QN66,Laurelton                                                                  ,Chayvonne Harper,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"233-15 MERRICK BOULEVARD
QUEENS, NY 11422
(40.67507, -73.736232)"
Q283,Preparatory Academy for Writers: A College Board S,143-10 SPRINGFIELD BOULEVARD,1051454,183115,412,31,33000,4130570056,QN02,Springfield Gardens North                                                  ,CHARLES ANDERSON,29,HS01,NULL,"143-10 SPRINGFIELD BOULEVARD
QUEENS, NY 11413
(40.66903, -73.757744)"
Q289,Queens United Middle School,229-02 137 AVENUE,1055450,184303,413,31,64600,4131700012,QN66,Laurelton                                                                  ,Richard Roder,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"229-02 137 AVENUE
QUEENS, NY 11413
(40.672259, -73.743327)"
Q295,P.S./I.S. 295,222-14 JAMAICA AVENUE,1058705,201931,413,23,56800,4108130005,QN34,Queens Village                                                             ,DEON LAVIGNE-JONES,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"222-14 JAMAICA AVENUE
QUEENS, NY 11428
(40.720617, -73.731398)"
Q327,Eagle Academy for Young Men III,171-10 LINDEN BOULEVARD,1045675,191301,412,27,43200,0,QN08,St. Albans                                                                 ,Cedric Hall,29,HS01,NULL,"171-10 LINDEN BOULEVARD
QUEENS, NY 11434
(40.69172, -73.778924)"
Q355,Collaborative Arts Middle School,145-00 SPRINGFIELD BOULEVARD,1051000,181576,413,31,32000,4133310001,QN03,Springfield Gardens South-Brookville                                       ,Tammy Holloway,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"145-00 SPRINGFIELD BOULEVARD
QUEENS, NY 11413
(40.664809, -73.759396)"
Q356,Community Voices Middle School,145-00 SPRINGFIELD BOULEVARD,1051000,181576,413,31,32000,4133310001,QN03,Springfield Gardens South-Brookville                                       ,Ryan Branch,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"145-00 SPRINGFIELD BOULEVARD
QUEENS, NY 11413
(40.664809, -73.759396)"
Q010,I.S. 010 Horace Greeley,45-11 31ST AVE,1008639,216222,401,22,15100,4007140001,QN70,Astoria                                                                    ,CLEMENTE LOPES,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"45-11 31ST AVE
QUEENS, NY 11103
(40.760122, -73.911962)"
Q078,P.S./I.S. 78Q,48-09 CENTER BOULEVARD,996116,210473,402,26,100,4000180001,QN31,Hunters Point-Sunnyside-West Maspeth                                       ,LOUIS PAVONE,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"48-09 CENTER BOULEVARD
QUEENS, NY 11109
(40.744368, -73.957177)"
Q111,P.S. 111 Jacob Blackwell,37-15 13 STREET,1001099,215567,401,26,4300,4003630001,QN68,Queensbridge-Ravenswood-Long Island City                                   ,Dionne Jaggon,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"37-15 13 STREET
QUEENS, NY 11101
(40.758342, -73.939181)"
Q122,P.S. 122 Mamie Fay,21-21 DITMARS BOULEVARD,1007573,223648,401,22,10300,4008800001,QN72,Steinway                                                                   ,ANNA APREA,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"21-21 DITMARS BOULEVARD
QUEENS, NY 11105
(40.780507, -73.915785)"
Q126,Albert Shanker School for Visual and Performing Ar,31-51 21 STREET,1003643,218362,401,22,7700,4005530001,QN70,Astoria                                                                    ,ALEXANDER ANGUEIRA,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"31-51 21 STREET
QUEENS, NY 11106
(40.766008, -73.92999)"
Q127,P.S. 127 Aerospace Science Magnet School,98-01 25 AVENUE,1020003,218198,403,21,35700,4011090016,QN27,East Elmhurst                                                              ,EVITA SANABRIA,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"98-01 25 AVENUE
QUEENS, NY 11369
(40.765507, -73.870931)"
Q141,I.S. 141 The Steinway,37-11 21 AVENUE,1010698,221924,401,22,12301,4008100001,QN72,Steinway                                                                   ,MIRANDA PAVLOU,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"37-11 21 AVENUE
QUEENS, NY 11105
(40.775766, -73.904508)"
Q145,I.S. 145 Joseph Pulitzer,33-34 80 STREET,1015412,214141,403,25,28500,4012520001,QN28,Jackson Heights                                                            ,IVAN RODRIGUEZ,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"33-34 80 STREET
QUEENS, NY 11372
(40.754389, -73.887523)"
Q204,I.S. 204 Oliver W. Holmes,36-41 28 STREET,1002915,214887,401,26,5100,4003430001,QN68,Queensbridge-Ravenswood-Long Island City                                   ,Faye Erstejn Kotzer,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"36-41 28 STREET
QUEENS, NY 11106
(40.756471, -73.932628)"
Q227,I.S. 227 Louis Armstrong,32-02 JUNCTION BOULEVARD,1018987,215304,403,21,35300,4014230001,QN27,East Elmhurst                                                              ,Helen Ponella,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"32-02 JUNCTION BOULEVARD
QUEENS, NY 11369
(40.757567, -73.874614)"
Q230,I.S. 230,73-10 34 AVENUE,1013928,213494,403,25,28900,4012600001,QN28,Jackson Heights                                                            ,Ronald Zirin,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"73-10 34 AVENUE
JACKSON HEIGHTS, NY 11372
(40.752618, -73.892883)"
Q235,Academy for New Americans,30-14 30 STREET,1005567,218688,401,22,7300,4005920015,QN71,Old Astoria                                                                ,Betty Cartagena,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"30-14 30 STREET
QUEENS, NY 11102
(40.766898, -73.923044)"
Q286,"Young Women's Leadership School, Astoria",23-15 NEWTOWN AVENUE,1005348,220098,401,22,6900,4005420008,QN71,Old Astoria                                                                ,Allison Persad,30,HS08,NULL,"23-15 NEWTOWN AVENUE
QUEENS, NY 11102
(40.770769, -73.92383)"
Q291,Hunters Point Community Middle School,1-50 51ST AVENUE,995561,209958,402,26,100,0,QN31,Hunters Point-Sunnyside-West Maspeth                                       ,SARAH GOODMAN,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"1-50 51ST AVENUE
QUEENS, NY 11101
(40.742964, -73.959183)"
Q300,The 30th Avenue School (G&T Citywide),28-37 29 STREET,1005705,219102,401,22,7100,4005940001,QN71,Old Astoria                                                                ,VASILIOS BINIARIS,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"28-37 29 STREET
QUEENS, NY 11102
(40.768034, -73.922544)"
Q580,Baccalaureate School for Global Education,34-12 36 AVENUE,1004481,214343,401,26,5500,4006340036,QN68,Queensbridge-Ravenswood-Long Island City                                   ,KELLY JOHNSON,30,HS01,NULL,"34-12 36 AVENUE
QUEENS, NY 11106
(40.754975, -73.926977)"
R002,I.S. R002 George L. Egbert,333 MIDLAND AVENUE,956558,149410,502,50,11202,5036960100,SI45,New Dorp-Midland Beach                                                     ,ADRIENNE STALLONE,31,R831,COMMUNITY SCHOOL DISTRICT 31,"333 MIDLAND AVENUE
STATEN ISLAND, NY 10306
(40.576728, -74.099685)"
R007,I.S. 007 Elias Bernstein,1270 HUGUENOT AVENUE,932512,129864,503,51,19800,5065440001,SI01,Annadale-Huguenot-Prince's Bay-Eltingville                                 ,NORA DE ROSA,31,R831,COMMUNITY SCHOOL DISTRICT 31,"1270 HUGUENOT AVENUE
STATEN ISLAND, NY 10312
(40.522971, -74.186096)"
R024,I.S. 024 Myra S. Barnes,225 CLEVELAND AVENUE,943796,138047,503,51,13203,5051530108,SI54,Great Kills                                                                ,LENNY SANTAMARIA,31,R831,COMMUNITY SCHOOL DISTRICT 31,"225 CLEVELAND AVENUE
STATEN ISLAND, NY 10308
(40.54549, -74.145558)"
R027,I.S. 027 Anning S. Prall,11 CLOVE LAKE PLACE,951546,168202,501,49,12500,5003080001,SI22,West New Brighton-New Brighton-St. George                                  ,Matthew Barone,31,R831,COMMUNITY SCHOOL DISTRICT 31,"11 CLOVE LAKE PLACE
STATEN ISLAND, NY 10310
(40.628291, -74.117818)"
R028,The Eagle Academy for Young Men of Staten Island,101 WARREN STREET,961848,165331,501,49,2900,5005560080,SI37,Stapleton-Rosebank                                                         ,Jermaine Cameron,31,R831,COMMUNITY SCHOOL DISTRICT 31,"101 WARREN STREET
STATEN ISLAND, NY 10304
(40.620443, -74.080695)"
R034,I.S. 034 Tottenville,528 ACADEMY AVENUE,916558,124552,503,51,24401,5078940001,SI11,Charleston-Richmond Valley-Tottenville                                     ,John Boyle,31,R831,COMMUNITY SCHOOL DISTRICT 31,"528 ACADEMY AVENUE
STATEN ISLAND, NY 10307
(40.5083, -74.2434)"
R048,P.S. 048 William G. Wilcox,1050 Targee Street,958720,159013,502,50,5000,5031680004,SI14,Grasmere-Arrochar-Ft. Wadsworth                                            ,Allison Odonnell,31,R831,COMMUNITY SCHOOL DISTRICT 31,"1050 Targee Street
Staten Island, NY 10304
(40.603492, -74.091239)"
R049,I.S. 49 Berta A. Dreyfus,101 WARREN STREET,961848,165331,501,49,2900,5005560080,SI37,Stapleton-Rosebank                                                         ,James De Francesco,31,R831,COMMUNITY SCHOOL DISTRICT 31,"101 WARREN STREET
STATEN ISLAND, NY 10304
(40.620443, -74.080695)"
R051,I.S. 051 Edwin Markham,20 HOUSTON STREET,943853,166314,501,50,25100,5014780500,SI28,Port Richmond                                                              ,Nicholas Mele,31,R831,COMMUNITY SCHOOL DISTRICT 31,"20 HOUSTON STREET
STATEN ISLAND, NY 10302
(40.623077, -74.145522)"
R061,I.S. 061 William A Morris,445 CASTLETON AVENUE,957066,170456,501,49,6700,5001000100,SI35,New Brighton-Silver Lake                                                   ,Susan Tronolone,31,R831,COMMUNITY SCHOOL DISTRICT 31,"445 CASTLETON AVENUE
STATEN ISLAND, NY 10301
(40.634497, -74.097941)"
R063,Marsh Avenue School for Expeditionary Learning,100 ESSEX DRIVE,939989,151340,502,51,27702,5024500320,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,Cara De Angelo,31,R831,COMMUNITY SCHOOL DISTRICT 31,"100 ESSEX DRIVE
STATEN ISLAND, NY 10314
(40.581958, -74.159343)"
R072,I.S. 072 Rocco Laurie,33 FERNDALE AVENUE,940197,155046,502,51,27706,5023640001,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,PETER MACELLARI,31,R831,COMMUNITY SCHOOL DISTRICT 31,"33 FERNDALE AVENUE
STATEN ISLAND, NY 10314
(40.592132, -74.158618)"
R075,I.S. 075 Frank D. Paulo,455 HUGUENOT AVENUE,929489,137727,503,51,17010,5060500002,SI48,Arden Heights                                                              ,KENNETH ZAPATA,31,R831,COMMUNITY SCHOOL DISTRICT 31,"455 HUGUENOT AVENUE
STATEN ISLAND, NY 10312
(40.544535, -74.197033)"
R080,The Michael J. Petrides School,715 OCEAN TERRACE,954850,160673,502,50,17700,5006830001,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,JOANNE BUCKHEIT,31,R831,COMMUNITY SCHOOL DISTRICT 31,"715 OCEAN TERRACE
STATEN ISLAND, NY 10301
(40.607637, -74.105883)"
R861,Staten Island School of Civic Leadership,280 REGIS DRIVE,938603,165315,501,49,30301,5016530001,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville                         ,Donna Nilsen,31,R831,COMMUNITY SCHOOL DISTRICT 31,"280 REGIS DRIVE
STATEN ISLAND, NY 10314
(40.62031, -74.164427)"
K045,P.S./I.S. 045 Horace E. Greene,84 SCHAEFER STREET,1009091,189372,304,37,40100,3034270011,BK78,Bushwick South                                                             ,TRACEY LOTT DAVIS,32,K832,COMMUNITY SCHOOL DISTRICT 32,"84 SCHAEFER STREET
BROOKLYN, NY 11207
(40.686424, -73.91043)"
K162,J.H.S. 162 The Willoughby,1390 WILLOUGHBY AVENUE,1006529,196799,304,34,44500,3032120001,BK77,Bushwick North                                                             ,AMANDA LAZERSON,32,K832,COMMUNITY SCHOOL DISTRICT 32,"1390 WILLOUGHBY AVENUE
BROOKLYN, NY 11237
(40.706816, -73.919643)"
K291,J.H.S. 291 Roland Hayes,231 PALMETTO STREET,1007760,192814,304,37,43300,3033430001,BK77,Bushwick North                                                             ,Janice Bruce,32,K832,COMMUNITY SCHOOL DISTRICT 32,"231 PALMETTO STREET
BROOKLYN, NY 11221
(40.695875, -73.915217)"
